quote_id,text,article_title,source,manual_score,notes
WxH9ug9tMOkXLkAj7Gjg,"In many ways, Peru is still dealing with the repercussions of the political violence from the late 20th century,",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
WzrO6XymLW5nEawNDAVv,"It means he was detained, tortured, killed and disappeared. That should weigh heavily on society.","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
XAmrpdjuwNIjaXolxUmf,"It was all silence. Then we saw our house completely destroyed, burned.",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
XE4C8oi9o5FN2Rz3c8QS,"The current crisis is, above all, an attack on (Congo’s) sovereignty and security, and not an ethnic question,",Could a rebellion in eastern Congo widen into a regional war?,AP News,,
XHK2JAKn8b7dhJuTriJ1,the expansiveness of the Black experience.,Music Features,NPR,,
XZ0PDcMiMA7m0cGmT4Kn,"registered,",What the Westminster show dogs’ names mean,AP News,,
XwturUWQsHxyVIdVWQOz,the catastrophe,"Jeremy Bowen: Trump's Gaza plan won't happen, but it will have consequences",Unknown Source,,
YFvZ1C6xZDC6HPyxdtba,opaque and deceptive business conduct.,The Two-Way,NPR,,
YIICTRGWTeO7Hjv4FXbx,"They only go back because they have no alternative,",Trump says no right of return for Palestinians under Gaza plan,BBC,,
YIYibOw4lssaeWpkogcu,"I won’t let go because I made a commitment,",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
YJ4AvDbT1JuGap8qnXfi,And I actually checked with him a few times [and] said 'are you sure?',Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
YKScDFvG3zGzehKwF1r1,"Sometimes we won't agree with it, and we'll not go where he wants to go. But I think he's doing a great job,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
YOebgFKUSHrlGLD4x25D,people in the [tech] industry seem dumbstruck by the events of the past two weeks,Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
YW9suvYeCSbRfcx1j0xG,"not legal because it runs afoul of what Congress has explicitly done previously,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
Yon6isroC1NGraoAKyjf,"I see foreign service officers that have spent their entire lives serving - a large part of it overseas - and the sacrifices they made,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
YsUps2ntA77xfeScT3zF,Celebrity Apprentice,Trump is expected to pardon ex-Illinois Gov. Rod Blagojevich 5 years after commuting his sentence,AP News,,
ZS9WNaWDwsfayGPL7PG3,tearing communities apart and largely paralyzing daily life.,More Israeli checkpoints are slicing up the West Bank,AP News,,
ZZxipqISVw0wLiIDb2j7,"I got a call, and someone said, 'We heard that this was your lifelong dream.' And it is.",Performing Arts,NPR,,
Zl51JAL1mCtmd1q4vS42,National March on Washington: Free Palestine,Code Switch,NPR,,
ZlqJxP7gujuOv6sqxCXV,a complete violation,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,,
ZpCQZ2Oq6J8LidhJEKX5,"My preferred title is just 'Tech Support,'",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
ZqODZSvZnS138AflyCvc,committed to buying and owning,Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
ZtbIliZ2VNA1Ijhk8gD2,a more uncertain reality,Europe,NPR,,
ZugmOFpC2XBpb2lgZ1LD,are the only ones that can talk with the new Trump administration.,Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
ZxbD0qvUpBpwesO2k9KJ,the trailblazing women of Saudi Arabia,The Two-Way,NPR,,
a7TFW76VbQdGcZRInPOd,A Palestinian state.,Trump says no right of return for Palestinians under Gaza plan,BBC,,
aAL7NKh1P4NYjRiF6MSR,"We have always stood together in the Nordic countries. And with the new and more unpredictable reality in which we are facing, good and close alliances and friendships have only become more important.",Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
aPQ3OVP4Z7sOPhyE2gQD,"Today, Taranaki, our maunga, our maunga tupuna, is released from the shackles, the shackles of injustice, of ignorance, of hate,","A New Zealand mountain is granted personhood, recognizing it as sacred for Māori",AP News,,
aQ6ibZgU6h9QbjyzZPZH,"The unfortunate rhetoric has caused a lot of worry and concern not only in Greenland but the rest of the Western Alliance,",Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
aQgXzIxAcj26tgWmjTvP,,,,,
aUKn1SFXLKpmfjGjg9Y6,Mrs. Christopher's House.,Art & Design,NPR,,
aY6OfZNdHXJW5lHnCIcV,transgressions.,Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,,
abt3OurNFu4wyDD6j3p3,comprehensive and just peace,Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
addi79qWUoCrgfQysvbs,"I'm still alive,",The Two-Way,NPR,,
aerwM9tVPdh989oRKBh6,"Why are we paying $200 billion a year, essentially a subsidy to Canada?",Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
ahDv3JTxw3ioN9u558Kh,I try and walk off sometimes without dancing and I can’t. I have to dance.,Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
arhEWKC5YizDJ4saf6tI,"For as long as I live, I will demand justice for all and find out why my husband was killed.",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
ax7s5EkIUKv6vt6fPEmK,human rights violations,Africa,NPR,,
b486ZS4HmQHMhLBVrqAJ,"would have helped the populists even more,",Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
bCFsrqbjLNcq19KsuSne,"welcome the stranger,",Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,,
bDvlogFDnh7pjBNSTuMn,beautiful communities,Trump says no right of return for Palestinians under Gaza plan,BBC,,
bHozxTqKCNOEDW7xBDCv,"I dream of him every week,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
bNx23kM2vE70gxrDpe5E,The Godfather: Part II,Art & Design,NPR,,
bOAoQLTTnO99g2y1lzxp,"I think we've just had a very exciting moment,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
bV1ttR9NW6B899wrpv9u,"as a feminist and as a woman,",Colombia’s interior minister resigns as cracks deepen in President Petro’s coalition,AP News,,
bVosSyF4aoILArCjpfF8,Not Like Us.,Pop Culture,NPR,,
bghPa6s7JKjIOOGYzT59,"Far from it, because some of the indigenous varieties have adopted over time to the local conditions and therefore, they are more resilient.","Who can share seeds? As climate change and counterfeits hurt Kenyan farmers, it’s a growing question",AP News,,
bk8eW0kipaFaktcXOQ01,"We have to do everything to avoid this totally unnecessary and stupid tariff war or trade war,",Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
bknRuPOQwD25EGezf6uA,Every night I thought: Tomorrow we won’t wake up. Which of them will kill us? The insurgents or the military?,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
blV6WdzDUr996hwzyyq9,"affirmed the importance of the US-Egypt strategic partnership for promoting regional peace, security, and stability",Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
boeast9xi7g3Z7RewAJp,verified nuclear peace agreement,"Jeremy Bowen: Trump's Gaza plan won't happen, but it will have consequences",Unknown Source,,
bzlQhMfZO68nfS9gC94K,"Things are fundamentally changed and I don’t think the aid system is going to be the same again,",Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
c1mKicS2N24JUu7veY83,"Every disappearance attacks the right to mourn,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
cBNqe5CxlXp9PWr93kZx,Beautiful Things,Music Features,NPR,,
cDr4o8rSA3AJbZcbIZbV,Make Europe Great Again.,NPRWorld,NPR,,
cJqnkb5pOJPpPPbbKVwJ,withdraw from Lebanese territory until the last inch.,War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,,
cTwSids9ePFPg4UTWyiR,Make Europe Great Again.,NPRWorld,NPR,,
cVVZQ5ijFLy7ohbA9k6i,"All the Lonely People,",Culture,NPR,,
cVguvl17bYONCZ8mnaq9,in amounts the secretary decides are necessary to meet the needs of the United States.,"So long, penny! Trump orders US to ditch 1-cent coin after decades of complaints",AP News,,
cb6dUDdMhvKIvrIdwbXt,unacceptable and dangerous,NewsNews,BBC,,
cjPS3f9j7VvjkWpp4L8y,"Petro is not just looking at the immediate impact of his Cabinet, but how to position a successor for the 2026 (presidential) election,",Colombia’s interior minister resigns as cracks deepen in President Petro’s coalition,AP News,,
cja4IZ1VyBfUcsMchEJQ,"The hostages are in a clear and present danger. Their lives are at risk,",Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
clAIihCLkOD5N5keoxDG,"Very simply it’s if they charge us, we charge them,",Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
dHTv2envkWCXF06RHtxI,"Wait a minute. This sounds familiar,",Rise in diagnoses is prompting more US adults to ask: ‘Do I have ADHD?’,AP News,,
dTlgSk9OZ4xcr3yUkln6,"To spare Romania from this crisis, I am resigning as president of Romania,",Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
dUnuQt8TWcyBa848XWpJ,"It would be wrong for farmers, especially farmers in marginal areas, to start thinking that using the indigenous seed is backwardness,","Who can share seeds? As climate change and counterfeits hurt Kenyan farmers, it’s a growing question",AP News,,
dV4lJGXTakYeu0Ou5nXA,much better,Trump says no right of return for Palestinians under Gaza plan,BBC,,
deWIthvwVY1ZMHHs6k33,The roof is on fire.,Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
dfEqFG4Fl6NHbNxDFkhz,"I hope there will be separate days for women and men, so more girls feel comfortable joining.",A new skate park in Baghdad is the safe space Iraqi youth have longed for,AP News,,
dgWUjWfSAHUsQdepyo1Y,"She’s a saucy girl. Her name says it all,",What the Westminster show dogs’ names mean,AP News,,
dguIHY1dp1fJegV88v5p,subjected to shelling and gunfire,War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,,
dsMMkUQnik6bE4R5vJ7u,"I’m not going to, as Australia’s prime minister, give a daily commentary on statements by the U.S. president,",Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
duWVb2YpwP4PXReRHeba,"And for that, having a political operator is mission-critical.",Colombia’s interior minister resigns as cracks deepen in President Petro’s coalition,AP News,,
dvOrswlLECj2Ass6zAfW,"You are no longer disappeared, but present.",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
dwDlG7rBrw8MFYTFpP3Z,"I will, yeah.",North Korea’s Kim slams US-South Korea-Japan partnership and vows to boost his nuclear program,AP News,,
dxTfooRGet5A8FR3U637,"They are providing that training, that opportunity, to students. Talent is everywhere, and we should give (Latino) students as much training as they can, all those opportunities, so we can see the talent and their skills in the world.",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
eFvssFipHzUo003OxNqq,His Highness,"Aga Khan, the leader of Ismaili Muslims, laid to rest in Egypt during private burial ceremony",AP News,,
eGxXL8YJg5hVPBDteTFw,Greenland's political integrity,Europe,NPR,,
eHvnyp5JgiZHpgmGQ8vl,"A crackdown is a terrible way to administer affairs and much less to administer justice,",Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,,
eLKCnmjoJTGg5qNTYOSb,"We have seen that indigenous seeds are more resilient and perform better in our area even when there is reduced rainfall,","Who can share seeds? As climate change and counterfeits hurt Kenyan farmers, it’s a growing question",AP News,,
ePmdSq6jPXRW5iVg5U5J,These were matters of life and death.,"Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
eT125U0ny7FFYz4QB8HO,"is one of the greatest achievements of international criminal law and is supported by more than 120 states,",ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
eh361lg1LLBEt8RmLwd7,"the bishop of the red cassock,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
eiuddWXaBJi6IkGY1zpr,"reimagined, restored and expanded",Art & Design,NPR,,
eqFDsg0mOxr9AEsF4TaH,One world one fight,"Bosnian students rally for justice, drawing inspiration from anti-graft struggle in Serbia",AP News,,
erQ0ECfMEiN36M6urBl7,must be able to freely pursue the fight against global impunity. Europe will always stand for justice and the respect of international law.,ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
ewRVScGQPc0jUJGMbGx8,"All the Lonely People,",Analysis,NPR,,
f5DWqcntRp0ULgwWNOMx,panda diplomacy,Asia,NPR,,
fAQ9YZoQ0oFWdbMLj8No,Sly will be ... the first domino in a long list of people that will self-sabotage.,Culture,NPR,,
fJJJJuXiGaYZqAMDTdeX,That’s not an assumption they can make because — why are we protecting another country?,Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
fLa60dORuVcWr6ehLGV8,capital of Arab America.,Code Switch,NPR,,
fYVAmrAcrY799wlgQffg,"I know there are a lot of economic problems in the country, but I am here to say we will support our country regardless of threats by Trump and Israelis,","With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
fdAg05C677bdH54OzorZ,It's not that I felt like I look better without makeup. I just look more myself.,Movies,NPR,,
fg9vNUVFhWKHsnO9OK0e,"Referring to a series of new plans for rapidly bolstering all deterrence including nuclear forces, he clarified once again the unshakable policy of more highly developing the nuclear forces,",North Korea’s Kim slams US-South Korea-Japan partnership and vows to boost his nuclear program,AP News,,
fhrNySIzwcpGzRnbALCA,"We do think it’s really important to continue to engage individuals and meet them where they are,",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
fphwXR0JWN3PHg3dqqzQ,"to stand united in the Court’s defense: our 125 States Parties, civil society and all nations of the world.",ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
frxRoEmshWBvJjo7oWgV,revolutionary and creative,Trump says no right of return for Palestinians under Gaza plan,BBC,,
g0dEOZX3xMZn1ZMEc9bu,"We've been supportive characters for far too long,",Art & Design,NPR,,
g5bc8kCHfd6tvYyR7GlB,"restore confidence between citizens and the state, between Lebanon and its Arab surroundings, and between Lebanon and the international community",War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,,
gC8ti2hed4z1sbSHXjQq,not a religious zealot.,North Korea’s Kim slams US-South Korea-Japan partnership and vows to boost his nuclear program,AP News,,
gKRZwRfabyveJgvpo6UM,"So while every government is qualified to review its budget in the case of foreign aid, it would be good to have some warning because it takes time to find other sources of funding or to find other ways of meeting the problems we have.",Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,,
gPfVUwpZimyVYEJ73hh4,Are we meant to never see our grandchildren?,More Israeli checkpoints are slicing up the West Bank,AP News,,
gRRGF7quO0gEvlQBaDGv,flooding the zone.,Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
gRXWaxG6eE8BwD9mV9nV,Kiss of Death,Art & Design,NPR,,
gWyFhZTd4IA551uBNpK3,"I was shocked. I am still in shock because I have already waited four years for this process, to get out of this hell and to get to a safe place and live in peace and have a new beginning,",They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,,
gXFVajoecTas5bv7jTjM,"another woke, weaponized arm of the bureaucracy",Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
gd3X0q8WFeSAcrdqt65C,"The persistent restrictions and bureaucratic hurdles …. are preventing life-saving assistance from reaching those in desperate need,",UN official says Sudan paramilitary group is preventing life-saving aid from famine-hit Darfur,AP News,,
gdTua4hIb5BOwu9Edb79,Apocalypse Now,Performing Arts,NPR,,
gdxpqLDHuXRJXBeMMcYD,viper’s nest of radical-left marxists who hate America.,Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
gsTwk37MvhmfaC8MF5dP,"Could be five, six, could be two. But we'll build safe communities, a little bit away from where they are, where all of this danger is. In the meantime, I would own this,",Trump says no right of return for Palestinians under Gaza plan,BBC,,
guBx2NxcFtfJ1NUHxpz9,legitimate power,Trump says no right of return for Palestinians under Gaza plan,BBC,,
hQlfqRl5L0h5Y2EQh40z,"It wasn’t until the Truth Commission came that we could dig them out,",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
hUsd6s0u1WhgYg8SH27C,full-fledged economy war.,"With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
hbVQRoolRPyYOAWU2KFX,"The resignation will not magically stop the large discontent ... and the uncertainty regarding the coalition in power and the list of presidential candidates will grow now,",Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
hcMJF40ZZIjXYxUsPkTk,far too late to be considered honorable.,Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
hcej8pc94EgFuDJA6reN,Why would you need to be so disruptive for that 1%?,"HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,,
hgFErx1RvT1zcRBHdsjU,"helped an American company to innovate, to come up with something that will pay them millions and millions, but at the same time prevent new infections in the rest of the world.","HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,,
hsJBBQU5uCcbR1EMCVWS,"I knew I was Glinda,",Movies,NPR,,
hx92Uw1qjNXIQSqUY4CM,"Whatever he decides, goes,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
i6bxcEXjGxQ7wPoGvMCU,Allahu Akbar,A Tunisian extremist is on trial accused of killing 3 people in a French church,AP News,,
iJ9cn80DsEHHDTGByDuE,"No one can kill a spirit, so you remain alive.",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
iOlMwbjoGHktpW96kOQd,reciprocal tariffs,Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
iVxuETFoiY4ASn02jH3U,Death to America,"With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
iZOHtVUtlFaWgJaqj9Zj,"Trump comes and announces let’s talk but at the same place he announces and signs all plots,","With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
ightM3yKW3RWfoONvi1B,"brilliant and bracing,",The Two-Way,NPR,,
ihXYlbgwI1wcM1L9JvFj,catastrophe,Trump says no right of return for Palestinians under Gaza plan,BBC,,
ileJXOIPFukYcHCwNZ09,reflect a deep ignorance of Palestine and the region.,Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
iwsqDWlfzg34ifoRgJNu,"Whole generations of adult men disappeared and that impacted the demographics in these communities. People moved out to escape the violence and some never returned,",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
izA2mTUY5z6NEjkaul3t,an unpatriotic move that violates one of our core national principles.,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,,
jAvNqSTqt0Sg1SBcDqSq,"They want predictable supply chains, and a lot of the policies and the headlines coming out of Washington are creating anxiety and uncertainty.",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
jGrtyQwrqwc5kFr7YL1B,did not care,Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
jIEb6KN6htDleMjMLG2B,"I have faith in my dad,",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
jP48YfYHsdrAzNHUp6nC,demolition site,Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
jP9IPTadBr6HVQ9quaXW,suffocating restrictions,More Israeli checkpoints are slicing up the West Bank,AP News,,
jbpNnMsZZu9F3Z10qx9V,Donald Duck crisis.,Europe,NPR,,
jj8MpvRAyRxQlQJdKEjL,"We realize that some of the traditional varieties that we had abandoned then are actually more resilient to climate change, so when you introduce them especially in marginal areas, those varieties outperform the improved varieties,","Who can share seeds? As climate change and counterfeits hurt Kenyan farmers, it’s a growing question",AP News,,
jjyODOGMx6qRIpZ4NcHi,"Pig and dogs ate the bodies, but we got used to that,",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
jn3b3tTLIFV9DsdxaF2l,"Now the settlement can take the next step forward,","Hawaii court rules against insurance companies in Maui wildfire, allowing $4B settlement to proceed",AP News,,
jy3q7zArM3vscHuGADds,nowhere near enough progress,NewsNews,BBC,,
k0VgURmdpgV9oa9Ceu2O,only official and legitimate,The Two-Way,NPR,,
k1n8vEoz7yh9kfpfXslk,"Israel now has a free hand to pursue what it has wanted to in the West Bank for a long time: settlement expansion, annexation,",More Israeli checkpoints are slicing up the West Bank,AP News,,
k2nA0ol0CDpzKTWjQQB9,"will invariably support and encourage the just cause of the Russian army and people to defend their sovereignty, security and territorial integrity.",North Korea’s Kim slams US-South Korea-Japan partnership and vows to boost his nuclear program,AP News,,
k9PYMgqCegM6IhtCn0VA,"Death to Israel,","With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
kCWzO6bjtbAdvH9gpqPI,waves of boldness,"Bosnian students rally for justice, drawing inspiration from anti-graft struggle in Serbia",AP News,,
kD8Wq1AAlWsZxx18iYYa,"if Rwanda continues to conquer the territory of another country, I know well that it will even arrive in Burundi.",Could a rebellion in eastern Congo widen into a regional war?,AP News,,
kKdlcrMoLLYPG3KodUHz,"code-switch,",Code Switch,NPR,,
kNvuiZrgtXt5vRD3uWt9,"We can work with (the Americans) on how to decrease their contribution if they wish to decrease it,","HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,,
kOH7MPIvEqMrP42R71eG,like juggling a polygamous marriage,Could a rebellion in eastern Congo widen into a regional war?,AP News,,
kfBJKKPJU6FRgvUfNIbb,either disproportionate or indiscriminate or both.,The Two-Way,NPR,,
kfXLVkISkiUhTDdrW65s,set clear red lines from the United States,War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,,
kjLYS0JHk7eGnW1cBzv2,"Not Like Us,",Television,NPR,,
kwEz3C3fzYQlGkCirrRz,he told Newshour.,Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
l9ddStdVg98AExSRjH6E,"Retraining workers and preparing them for new jobs needs to be better supported by the system. To be honest, these times with automation and AI feel very unreliable and constantly changing, but I guess we just have to learn how to adapt.",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
lQH7hMGieyfK1s9vCOgz,"If they succeed, CEOs on Wall Street will once again be free to cheat you out of your savings.",Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
lZoGGQZ9hIH4pzIDTzak,I'm a nationalist and a globalist,Asia,NPR,,
ldwodgKInkDBhqtj3qTn,case-by-case,They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,,
li4bpkjP8sGMdlfKDPyD,technical issues,National,NPR,,
lqrsvMnoiixrD7NT5BnX,Its decisions have also only contributed to exacerbating insecurity in already difficult parts of the world.,ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
m3pvFFqcm6wxqZgblbS7,building a permanent place,NewsNews,BBC,,
mDHdnpIpklEuEg1Qnea9,Only those who didn’t speak out were welcomed.,"Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
mPuauH7DnO7XEXzP0iVb,Fork in the Road,Business,NPR,,
mPzUU5KJARyclvxFJ1e0,carbon negative.,Efforts to put carbon dioxide underground face less support in Trump’s second term,AP News,,
mQd2WeQDJv14d3gnjby1,horrendous.,Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
mjgGGkda6kNEr1TneMfM,the first ever Gulf of America Day,Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
n98aZISJIxniKIBoAs0F,formidable stone block.,The Two-Way,NPR,,
nLEbghcvDeagg4MBjr3X,"I knew businesses were always trying to improve efficiency,",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
nXvtBzNcUehqCm9DJuY6,fatal victims,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
nahIKgFjkVH4vuaheQ3v,"The Hawaii Supreme Court’s ruling was the correct outcome,","Hawaii court rules against insurance companies in Maui wildfire, allowing $4B settlement to proceed",AP News,,
nnHvAkGxPEGwwm7rYBcq,These are U.S. contractors or U.S. staff all over the world whose livelihoods and their family’s life depended on the U.S. government.,Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
nsYdNTNFI2FYevRkLTxb,"Recent evidence from those released, as well as the shocking conditions of the hostages released last Saturday, leaves no room for doubt — time is of the essence, and all hostages must be urgently rescued from this horrific situation,","Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,,
nxuu52bvuk5d9ZQGo3TD,We learned this from our fathers to devote ourselves for the cause of the Islamic Republic.,"With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
o0c2JjOKplSshigv9PHs,"Gaza is not a property to be sold and bought. It is an integral part of our occupied Palestinian land,",Trump says no right of return for Palestinians under Gaza plan,BBC,,
o3F9TWhlDIKweMm8Xlus,"I wanted something German and something that represented excellence,",What the Westminster show dogs’ names mean,AP News,,
oA9GGXbuT0MRNZXkqJi2,"I'm committed to buying and owning Gaza. As far as US rebuilding it, we may give it to other states in the Middle East to build sections of it,",Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
oHnwFscIL69qrpi5x40a,"It was my patriotic duty to come here and support this great Colombian,",Former Colombian President Uribe denies bribery and witness tampering charges in historic trial,AP News,,
oKQ4IYO5SJy0PoSucqIs,I spoke to him at night as I did to God.,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
oPpqQftCW4QObKwgvqlp,"We are like, ‘This is the moment we were made for. Let’s go.’",Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
oVJ6BGNtrwTgcHTNJBIE,"Most Paraguayans don’t realize that many of the things we can do nowadays are thanks of our parents’ battles,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
oWmQYrl6HmUHLSQnO1zt,Not Like Us.,Television,NPR,,
oXsenPdPOMBCnf9cLRKd,victory for the people of Romania,Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
os8WhjQQAEZ7qAohrSyq,mediate and arbitrate,Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
osjKqYg3B20KdUMH1bJA,I would describe my art as radically shifting notions of beauty by reclaiming space.,Art & Design,NPR,,
p12sKGg0rjscRJbMJIMg,"instead of our government encouraging those offering solutions through indigenous crops, they are now cracking down on those sharing seeds at community level,","Who can share seeds? As climate change and counterfeits hurt Kenyan farmers, it’s a growing question",AP News,,
pCBnvtTexbENjmDCpsWG,"I was able to piece together that this might be something I was experiencing,",Rise in diagnoses is prompting more US adults to ask: ‘Do I have ADHD?’,AP News,,
pCr6hN62tutzAUElgzp7,"been terrific,",Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
pFeBkXl36xnNWC5PH4Eh,And so I’m very sorry that many people are being hurt and indeed terrorized by the measures.,Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,,
pQ2rXVTq43yMbuYIJvYS,"When his will was opened, it was found that he had requested to be buried in Aswan near his grandfather, Sultan Muhammad Shah, and his grandmother, Om Habiba,","Aga Khan, the leader of Ismaili Muslims, laid to rest in Egypt during private burial ceremony",AP News,,
pT6UqZo9qRJtsoXcpljC,"will mobilize to ensure that the court can continue fulfilling its mission in an impartial and independent way,",ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
pi95V3huRYgf5yy8ohRZ,people can’t be misled with lies every time.,Modi’s party wins most seats in high-stakes New Delhi polls for first time in 27 years,AP News,,
ppSWW3PUX9dt3vQiM6fh,"People are going to die because lifesaving tools have been taken away from them,","HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,,
q6d17q6h7LoEDILCaFX9,"I’m the last family member who saw him,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
